run_id,track,env_id,algorithm,setting_name,seed,total_timesteps,eval_freq,n_eval_episodes_train,n_eval_episodes_final,policy,use_vecnormalize,normalize_obs,normalize_reward,hyperparams_json,status,start_time,end_time,wall_clock_seconds,device,python_version,gymnasium_version,mujoco_version,stable_baselines3_version,sb3_contrib_version,torch_version,cuda_available,gpu_name,git_commit,model_path,tensorboard_path,train_eval_csv_path,final_eval_csv_path,notes
Walker2d-v5__DDPG__tuned_screen__normal_sigma005__seed1__steps300000,tuned_screen,Walker2d-v5,DDPG,normal_sigma005,1,300000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_screen\Walker2d-v5__DDPG__tuned_screen__normal_sigma005__seed1__steps300000.zip,,,,reconciled
HalfCheetah-v5__DDPG__tuned_1m__normal_sigma005__seed0__steps1000000,tuned_1m,HalfCheetah-v5,DDPG,normal_sigma005,0,1000000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_1m\HalfCheetah-v5__DDPG__tuned_1m__normal_sigma005__seed0__steps1000000.zip,,,,reconciled
HalfCheetah-v5__DDPG__tuned_1m__normal_sigma005__seed1__steps1000000,tuned_1m,HalfCheetah-v5,DDPG,normal_sigma005,1,1000000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_1m\HalfCheetah-v5__DDPG__tuned_1m__normal_sigma005__seed1__steps1000000.zip,,,,reconciled
HalfCheetah-v5__DDPG__tuned_1m__normal_sigma005__seed2__steps1000000,tuned_1m,HalfCheetah-v5,DDPG,normal_sigma005,2,1000000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_1m\HalfCheetah-v5__DDPG__tuned_1m__normal_sigma005__seed2__steps1000000.zip,,,,reconciled
Hopper-v5__DDPG__tuned_1m__normal_sigma005__seed0__steps1000000,tuned_1m,Hopper-v5,DDPG,normal_sigma005,0,1000000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_1m\Hopper-v5__DDPG__tuned_1m__normal_sigma005__seed0__steps1000000.zip,,,,reconciled
Hopper-v5__DDPG__tuned_1m__normal_sigma005__seed1__steps1000000,tuned_1m,Hopper-v5,DDPG,normal_sigma005,1,1000000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_1m\Hopper-v5__DDPG__tuned_1m__normal_sigma005__seed1__steps1000000.zip,,,,reconciled
Hopper-v5__DDPG__tuned_1m__normal_sigma005__seed2__steps1000000,tuned_1m,Hopper-v5,DDPG,normal_sigma005,2,1000000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_1m\Hopper-v5__DDPG__tuned_1m__normal_sigma005__seed2__steps1000000.zip,,,,reconciled
Walker2d-v5__DDPG__tuned_1m__normal_sigma005__seed0__steps1000000,tuned_1m,Walker2d-v5,DDPG,normal_sigma005,0,1000000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_1m\Walker2d-v5__DDPG__tuned_1m__normal_sigma005__seed0__steps1000000.zip,,,,reconciled
Walker2d-v5__DDPG__tuned_1m__normal_sigma005__seed1__steps1000000,tuned_1m,Walker2d-v5,DDPG,normal_sigma005,1,1000000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_1m\Walker2d-v5__DDPG__tuned_1m__normal_sigma005__seed1__steps1000000.zip,,,,reconciled
HalfCheetah-v5__DDPG__tuned_screen__normal_sigma005__seed0__steps300000,tuned_screen,HalfCheetah-v5,DDPG,normal_sigma005,0,300000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_screen\HalfCheetah-v5__DDPG__tuned_screen__normal_sigma005__seed0__steps300000.zip,,,,reconciled
HalfCheetah-v5__DDPG__tuned_screen__normal_sigma005__seed1__steps300000,tuned_screen,HalfCheetah-v5,DDPG,normal_sigma005,1,300000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_screen\HalfCheetah-v5__DDPG__tuned_screen__normal_sigma005__seed1__steps300000.zip,,,,reconciled
Hopper-v5__DDPG__tuned_screen__normal_sigma005__seed0__steps300000,tuned_screen,Hopper-v5,DDPG,normal_sigma005,0,300000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_screen\Hopper-v5__DDPG__tuned_screen__normal_sigma005__seed0__steps300000.zip,,,,reconciled
Hopper-v5__DDPG__tuned_screen__normal_sigma005__seed1__steps300000,tuned_screen,Hopper-v5,DDPG,normal_sigma005,1,300000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_screen\Hopper-v5__DDPG__tuned_screen__normal_sigma005__seed1__steps300000.zip,,,,reconciled
Walker2d-v5__DDPG__tuned_screen__normal_sigma005__seed0__steps300000,tuned_screen,Walker2d-v5,DDPG,normal_sigma005,0,300000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_screen\Walker2d-v5__DDPG__tuned_screen__normal_sigma005__seed0__steps300000.zip,,,,reconciled
Hopper-v5__TQC__tuned_1m__drop2_critics5__seed2__steps1000000,tuned_1m,Hopper-v5,TQC,drop2_critics5,2,1000000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_1m\Hopper-v5__TQC__tuned_1m__drop2_critics5__seed2__steps1000000.zip,,,,reconciled
HalfCheetah-v5__SAC__default_1m__sb3default__seed2__steps1000000,default_1m,HalfCheetah-v5,SAC,sb3default,2,1000000,25000.0,10.0,20.0,MlpPolicy,False,False,False,"{""policy"": ""MlpPolicy"", ""learning_rate"": 0.0003, ""buffer_size"": 1000000, ""learning_starts"": 100, ""batch_size"": 256, ""tau"": 0.005, ""gamma"": 0.99, ""train_freq"": 1, ""gradient_steps"": 1, ""ent_coef"": ""auto"", ""target_entropy"": ""auto""}",complete,2026-06-26T14:06:47.652655,2026-06-26T18:17:18.284902,15030.63,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,unknown,D:\MuJoCo_RL_Project\models\default_1m\HalfCheetah-v5__SAC__default_1m__sb3default__seed2__steps1000000.zip,D:\MuJoCo_RL_Project\tensorboard_logs\default_1m,D:\MuJoCo_RL_Project\results\raw\HalfCheetah-v5__SAC__default_1m__sb3default__seed2__steps1000000__train_eval.csv,,
HalfCheetah-v5__SAC__default_1m__sb3default__seed1__steps1000000,default_1m,HalfCheetah-v5,SAC,sb3default,1,1000000,25000.0,10.0,20.0,MlpPolicy,False,False,False,"{""policy"": ""MlpPolicy"", ""learning_rate"": 0.0003, ""buffer_size"": 1000000, ""learning_starts"": 100, ""batch_size"": 256, ""tau"": 0.005, ""gamma"": 0.99, ""train_freq"": 1, ""gradient_steps"": 1, ""ent_coef"": ""auto"", ""target_entropy"": ""auto""}",complete,2026-06-26T09:56:38.278465,2026-06-26T14:06:47.540537,15009.26,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,unknown,D:\MuJoCo_RL_Project\models\default_1m\HalfCheetah-v5__SAC__default_1m__sb3default__seed1__steps1000000.zip,D:\MuJoCo_RL_Project\tensorboard_logs\default_1m,D:\MuJoCo_RL_Project\results\raw\HalfCheetah-v5__SAC__default_1m__sb3default__seed1__steps1000000__train_eval.csv,,
HalfCheetah-v5__SAC__default_1m__sb3default__seed0__steps1000000,default_1m,HalfCheetah-v5,SAC,sb3default,0,1000000,25000.0,10.0,20.0,MlpPolicy,False,False,False,"{""policy"": ""MlpPolicy"", ""learning_rate"": 0.0003, ""buffer_size"": 1000000, ""learning_starts"": 100, ""batch_size"": 256, ""tau"": 0.005, ""gamma"": 0.99, ""train_freq"": 1, ""gradient_steps"": 1, ""ent_coef"": ""auto"", ""target_entropy"": ""auto""}",complete,2026-06-26T05:46:35.312095,2026-06-26T09:56:38.169963,15002.86,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,unknown,D:\MuJoCo_RL_Project\models\default_1m\HalfCheetah-v5__SAC__default_1m__sb3default__seed0__steps1000000.zip,D:\MuJoCo_RL_Project\tensorboard_logs\default_1m,D:\MuJoCo_RL_Project\results\raw\HalfCheetah-v5__SAC__default_1m__sb3default__seed0__steps1000000__train_eval.csv,,
HalfCheetah-v5__SAC__tuned_screen__ls10k__seed1__steps300000,tuned_screen,HalfCheetah-v5,SAC,ls10k,1,300000,25000.0,10.0,20.0,MlpPolicy,False,False,False,"{""policy"": ""MlpPolicy"", ""learning_rate"": 0.0003, ""buffer_size"": 1000000, ""learning_starts"": 10000, ""batch_size"": 256, ""tau"": 0.005, ""gamma"": 0.99, ""train_freq"": 1, ""gradient_steps"": 1, ""ent_coef"": ""auto"", ""target_entropy"": ""auto"", ""policy_kwargs"": {""net_arch"": [256, 256], ""use_sde"": false}}",complete,2026-06-28T18:25:29.936683,2026-06-28T19:13:42.423834,2892.49,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,unknown,D:\MuJoCo_RL_Project\models\tuned_screen\HalfCheetah-v5__SAC__tuned_screen__ls10k__seed1__steps300000.zip,D:\MuJoCo_RL_Project\tensorboard_logs\tuned_screen,D:\MuJoCo_RL_Project\results\raw\HalfCheetah-v5__SAC__tuned_screen__ls10k__seed1__steps300000__train_eval.csv,,
Walker2d-v5__PPO__tuned_1m__vecnorm_large__seed2__steps1000000,tuned_1m,Walker2d-v5,PPO,vecnorm_large,2,1000000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_1m\Walker2d-v5__PPO__tuned_1m__vecnorm_large__seed2__steps1000000.zip,,,,reconciled
Walker2d-v5__PPO__tuned_screen__vecnorm_large__seed1__steps300000,tuned_screen,Walker2d-v5,PPO,vecnorm_large,1,300000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_screen\Walker2d-v5__PPO__tuned_screen__vecnorm_large__seed1__steps300000.zip,,,,reconciled
Walker2d-v5__PPO__tuned_screen__vecnorm_large__seed0__steps300000,tuned_screen,Walker2d-v5,PPO,vecnorm_large,0,300000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_screen\Walker2d-v5__PPO__tuned_screen__vecnorm_large__seed0__steps300000.zip,,,,reconciled
Hopper-v5__PPO__tuned_screen__vecnorm_large__seed1__steps300000,tuned_screen,Hopper-v5,PPO,vecnorm_large,1,300000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_screen\Hopper-v5__PPO__tuned_screen__vecnorm_large__seed1__steps300000.zip,,,,reconciled
Hopper-v5__PPO__tuned_screen__vecnorm_large__seed0__steps300000,tuned_screen,Hopper-v5,PPO,vecnorm_large,0,300000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_screen\Hopper-v5__PPO__tuned_screen__vecnorm_large__seed0__steps300000.zip,,,,reconciled
HalfCheetah-v5__PPO__tuned_screen__vecnorm_large__seed1__steps300000,tuned_screen,HalfCheetah-v5,PPO,vecnorm_large,1,300000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_screen\HalfCheetah-v5__PPO__tuned_screen__vecnorm_large__seed1__steps300000.zip,,,,reconciled
HalfCheetah-v5__DDPG__tuned_screen__normal_sigma010__seed0__steps300000,tuned_screen,HalfCheetah-v5,DDPG,normal_sigma010,0,300000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_screen\HalfCheetah-v5__DDPG__tuned_screen__normal_sigma010__seed0__steps300000.zip,,,,reconciled
HalfCheetah-v5__DDPG__tuned_screen__normal_sigma010__seed1__steps300000,tuned_screen,HalfCheetah-v5,DDPG,normal_sigma010,1,300000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_screen\HalfCheetah-v5__DDPG__tuned_screen__normal_sigma010__seed1__steps300000.zip,,,,reconciled
Hopper-v5__DDPG__tuned_screen__normal_sigma010__seed0__steps300000,tuned_screen,Hopper-v5,DDPG,normal_sigma010,0,300000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_screen\Hopper-v5__DDPG__tuned_screen__normal_sigma010__seed0__steps300000.zip,,,,reconciled
Hopper-v5__DDPG__tuned_screen__normal_sigma010__seed1__steps300000,tuned_screen,Hopper-v5,DDPG,normal_sigma010,1,300000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_screen\Hopper-v5__DDPG__tuned_screen__normal_sigma010__seed1__steps300000.zip,,,,reconciled
Walker2d-v5__DDPG__tuned_screen__normal_sigma010__seed0__steps300000,tuned_screen,Walker2d-v5,DDPG,normal_sigma010,0,300000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_screen\Walker2d-v5__DDPG__tuned_screen__normal_sigma010__seed0__steps300000.zip,,,,reconciled
Hopper-v5__TQC__default_1m__sb3default__seed0__steps1000000,default_1m,Hopper-v5,TQC,sb3default,0,1000000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\default_1m\Hopper-v5__TQC__default_1m__sb3default__seed0__steps1000000.zip,,,,reconciled
Hopper-v5__SAC__default_1m__sb3default__seed2__steps1000000,default_1m,Hopper-v5,SAC,sb3default,2,1000000,25000.0,10.0,20.0,MlpPolicy,False,False,False,"{""policy"": ""MlpPolicy"", ""learning_rate"": 0.0003, ""buffer_size"": 1000000, ""learning_starts"": 100, ""batch_size"": 256, ""tau"": 0.005, ""gamma"": 0.99, ""train_freq"": 1, ""gradient_steps"": 1, ""ent_coef"": ""auto"", ""target_entropy"": ""auto""}",complete,2026-06-27T10:09:00.655394,2026-06-27T14:18:16.066825,14955.41,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,unknown,D:\MuJoCo_RL_Project\models\default_1m\Hopper-v5__SAC__default_1m__sb3default__seed2__steps1000000.zip,D:\MuJoCo_RL_Project\tensorboard_logs\default_1m,D:\MuJoCo_RL_Project\results\raw\Hopper-v5__SAC__default_1m__sb3default__seed2__steps1000000__train_eval.csv,,
Hopper-v5__SAC__default_1m__sb3default__seed1__steps1000000,default_1m,Hopper-v5,SAC,sb3default,1,1000000,25000.0,10.0,20.0,MlpPolicy,False,False,False,"{""policy"": ""MlpPolicy"", ""learning_rate"": 0.0003, ""buffer_size"": 1000000, ""learning_starts"": 100, ""batch_size"": 256, ""tau"": 0.005, ""gamma"": 0.99, ""train_freq"": 1, ""gradient_steps"": 1, ""ent_coef"": ""auto"", ""target_entropy"": ""auto""}",complete,2026-06-27T05:57:44.505104,2026-06-27T10:09:00.560924,15076.06,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,unknown,D:\MuJoCo_RL_Project\models\default_1m\Hopper-v5__SAC__default_1m__sb3default__seed1__steps1000000.zip,D:\MuJoCo_RL_Project\tensorboard_logs\default_1m,D:\MuJoCo_RL_Project\results\raw\Hopper-v5__SAC__default_1m__sb3default__seed1__steps1000000__train_eval.csv,,
Hopper-v5__SAC__default_1m__sb3default__seed0__steps1000000,default_1m,Hopper-v5,SAC,sb3default,0,1000000,25000.0,10.0,20.0,MlpPolicy,False,False,False,"{""policy"": ""MlpPolicy"", ""learning_rate"": 0.0003, ""buffer_size"": 1000000, ""learning_starts"": 100, ""batch_size"": 256, ""tau"": 0.005, ""gamma"": 0.99, ""train_freq"": 1, ""gradient_steps"": 1, ""ent_coef"": ""auto"", ""target_entropy"": ""auto""}",complete,2026-06-27T01:50:02.218587,2026-06-27T05:57:44.426938,14862.21,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,unknown,D:\MuJoCo_RL_Project\models\default_1m\Hopper-v5__SAC__default_1m__sb3default__seed0__steps1000000.zip,D:\MuJoCo_RL_Project\tensorboard_logs\default_1m,D:\MuJoCo_RL_Project\results\raw\Hopper-v5__SAC__default_1m__sb3default__seed0__steps1000000__train_eval.csv,,
HalfCheetah-v5__TQC__default_1m__sb3default__seed0__steps1000000,default_1m,HalfCheetah-v5,TQC,sb3default,0,1000000,25000.0,10.0,20.0,MlpPolicy,False,False,False,"{""policy"": ""MlpPolicy"", ""learning_rate"": 0.0003, ""buffer_size"": 1000000, ""learning_starts"": 100, ""batch_size"": 256, ""tau"": 0.005, ""gamma"": 0.99, ""train_freq"": 1, ""gradient_steps"": 1, ""ent_coef"": ""auto"", ""top_quantiles_to_drop_per_net"": 2}",complete,2026-06-28T07:28:24.290614,2026-06-28T09:45:37.632794,8233.34,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,unknown,D:\MuJoCo_RL_Project\models\default_1m\HalfCheetah-v5__TQC__default_1m__sb3default__seed0__steps1000000.zip,D:\MuJoCo_RL_Project\tensorboard_logs\default_1m,D:\MuJoCo_RL_Project\results\raw\HalfCheetah-v5__TQC__default_1m__sb3default__seed0__steps1000000__train_eval.csv,,
HalfCheetah-v5__PPO__tuned_screen__vecnorm_large__seed0__steps300000,tuned_screen,HalfCheetah-v5,PPO,vecnorm_large,0,300000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_screen\HalfCheetah-v5__PPO__tuned_screen__vecnorm_large__seed0__steps300000.zip,,,,reconciled
Hopper-v5__TD3__tuned_1m__sigma010__seed0__steps1000000,tuned_1m,Hopper-v5,TD3,sigma010,0,1000000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_1m\Hopper-v5__TD3__tuned_1m__sigma010__seed0__steps1000000.zip,,,,reconciled
Hopper-v5__TD3__tuned_1m__sigma010__seed1__steps1000000,tuned_1m,Hopper-v5,TD3,sigma010,1,1000000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_1m\Hopper-v5__TD3__tuned_1m__sigma010__seed1__steps1000000.zip,,,,reconciled
Hopper-v5__TD3__tuned_1m__sigma010__seed2__steps1000000,tuned_1m,Hopper-v5,TD3,sigma010,2,1000000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_1m\Hopper-v5__TD3__tuned_1m__sigma010__seed2__steps1000000.zip,,,,reconciled
Walker2d-v5__TD3__tuned_1m__sigma005__seed0__steps1000000,tuned_1m,Walker2d-v5,TD3,sigma005,0,1000000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_1m\Walker2d-v5__TD3__tuned_1m__sigma005__seed0__steps1000000.zip,,,,reconciled
Walker2d-v5__TD3__tuned_1m__sigma005__seed1__steps1000000,tuned_1m,Walker2d-v5,TD3,sigma005,1,1000000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_1m\Walker2d-v5__TD3__tuned_1m__sigma005__seed1__steps1000000.zip,,,,reconciled
Walker2d-v5__TD3__tuned_1m__sigma005__seed2__steps1000000,tuned_1m,Walker2d-v5,TD3,sigma005,2,1000000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_1m\Walker2d-v5__TD3__tuned_1m__sigma005__seed2__steps1000000.zip,,,,reconciled
Walker2d-v5__SAC__tuned_screen__ls10k__seed0__steps300000,tuned_screen,Walker2d-v5,SAC,ls10k,0,300000,25000.0,10.0,20.0,MlpPolicy,False,False,False,"{""policy"": ""MlpPolicy"", ""learning_rate"": 0.0003, ""buffer_size"": 1000000, ""learning_starts"": 10000, ""batch_size"": 256, ""tau"": 0.005, ""gamma"": 0.99, ""train_freq"": 1, ""gradient_steps"": 1, ""ent_coef"": ""auto"", ""target_entropy"": ""auto"", ""policy_kwargs"": {""net_arch"": [256, 256]}}",complete,2026-06-28T20:10:12.239635,2026-06-28T21:36:26.918535,5174.68,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,unknown,D:\MuJoCo_RL_Project\models\tuned_screen\Walker2d-v5__SAC__tuned_screen__ls10k__seed0__steps300000.zip,D:\MuJoCo_RL_Project\tensorboard_logs\tuned_screen,D:\MuJoCo_RL_Project\results\raw\Walker2d-v5__SAC__tuned_screen__ls10k__seed0__steps300000__train_eval.csv,,
Hopper-v5__SAC__tuned_screen__ls10k__seed1__steps300000,tuned_screen,Hopper-v5,SAC,ls10k,1,300000,25000.0,10.0,20.0,MlpPolicy,False,False,False,"{""policy"": ""MlpPolicy"", ""learning_rate"": 0.0003, ""buffer_size"": 1000000, ""learning_starts"": 10000, ""batch_size"": 256, ""tau"": 0.005, ""gamma"": 0.99, ""train_freq"": 1, ""gradient_steps"": 1, ""ent_coef"": ""auto"", ""target_entropy"": ""auto"", ""policy_kwargs"": {""net_arch"": [256, 256]}}",complete,2026-06-28T20:10:12.187413,2026-06-28T21:36:17.287136,5165.1,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,unknown,D:\MuJoCo_RL_Project\models\tuned_screen\Hopper-v5__SAC__tuned_screen__ls10k__seed1__steps300000.zip,D:\MuJoCo_RL_Project\tensorboard_logs\tuned_screen,D:\MuJoCo_RL_Project\results\raw\Hopper-v5__SAC__tuned_screen__ls10k__seed1__steps300000__train_eval.csv,,
Hopper-v5__SAC__tuned_screen__ls10k__seed0__steps300000,tuned_screen,Hopper-v5,SAC,ls10k,0,300000,25000.0,10.0,20.0,MlpPolicy,False,False,False,"{""policy"": ""MlpPolicy"", ""learning_rate"": 0.0003, ""buffer_size"": 1000000, ""learning_starts"": 10000, ""batch_size"": 256, ""tau"": 0.005, ""gamma"": 0.99, ""train_freq"": 1, ""gradient_steps"": 1, ""ent_coef"": ""auto"", ""target_entropy"": ""auto"", ""policy_kwargs"": {""net_arch"": [256, 256]}}",complete,2026-06-28T20:10:12.152158,2026-06-28T21:35:21.630249,5109.48,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,unknown,D:\MuJoCo_RL_Project\models\tuned_screen\Hopper-v5__SAC__tuned_screen__ls10k__seed0__steps300000.zip,D:\MuJoCo_RL_Project\tensorboard_logs\tuned_screen,D:\MuJoCo_RL_Project\results\raw\Hopper-v5__SAC__tuned_screen__ls10k__seed0__steps300000__train_eval.csv,,
HalfCheetah-v5__SAC__default_1m__sb3default__seed4__steps1000000,default_1m,HalfCheetah-v5,SAC,sb3default,4,1000000,25000.0,10.0,20.0,MlpPolicy,False,False,False,"{""policy"": ""MlpPolicy"", ""learning_rate"": 0.0003, ""buffer_size"": 1000000, ""learning_starts"": 100, ""batch_size"": 256, ""tau"": 0.005, ""gamma"": 0.99, ""train_freq"": 1, ""gradient_steps"": 1, ""ent_coef"": ""auto"", ""target_entropy"": ""auto""}",complete,2026-06-26T21:39:50.613692,2026-06-27T01:50:02.098688,15011.48,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,unknown,D:\MuJoCo_RL_Project\models\default_1m\HalfCheetah-v5__SAC__default_1m__sb3default__seed4__steps1000000.zip,D:\MuJoCo_RL_Project\tensorboard_logs\default_1m,D:\MuJoCo_RL_Project\results\raw\HalfCheetah-v5__SAC__default_1m__sb3default__seed4__steps1000000__train_eval.csv,,complete_extra_seed_appendix
Walker2d-v5__DDPG__tuned_1m__normal_sigma005__seed2__steps1000000,tuned_1m,Walker2d-v5,DDPG,normal_sigma005,2,1000000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_1m\Walker2d-v5__DDPG__tuned_1m__normal_sigma005__seed2__steps1000000.zip,,,,reconciled
Walker2d-v5__SAC__tuned_screen__ls25k__seed0__steps300000,tuned_screen,Walker2d-v5,SAC,ls25k,0,300000,25000.0,10.0,20.0,MlpPolicy,False,False,False,"{""policy"": ""MlpPolicy"", ""learning_rate"": 0.0003, ""buffer_size"": 1000000, ""learning_starts"": 25000, ""batch_size"": 256, ""tau"": 0.005, ""gamma"": 0.99, ""train_freq"": 1, ""gradient_steps"": 1, ""ent_coef"": ""auto"", ""target_entropy"": ""auto"", ""policy_kwargs"": {""net_arch"": [256, 256], ""use_sde"": false}}",complete,2026-06-28T21:36:33.396829,2026-06-28T22:51:24.419032,4491.02,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,unknown,D:\MuJoCo_RL_Project\models\tuned_screen\Walker2d-v5__SAC__tuned_screen__ls25k__seed0__steps300000.zip,D:\MuJoCo_RL_Project\tensorboard_logs\tuned_screen,D:\MuJoCo_RL_Project\results\raw\Walker2d-v5__SAC__tuned_screen__ls25k__seed0__steps300000__train_eval.csv,,
HalfCheetah-v5__SAC__tuned_screen__ls25k__seed0__steps300000,tuned_screen,HalfCheetah-v5,SAC,ls25k,0,300000,25000.0,10.0,20.0,MlpPolicy,False,False,False,"{""policy"": ""MlpPolicy"", ""learning_rate"": 0.0003, ""buffer_size"": 1000000, ""learning_starts"": 25000, ""batch_size"": 256, ""tau"": 0.005, ""gamma"": 0.99, ""train_freq"": 1, ""gradient_steps"": 1, ""ent_coef"": ""auto"", ""target_entropy"": ""auto"", ""policy_kwargs"": {""net_arch"": [256, 256]}}",complete,2026-06-28T20:10:12.240189,2026-06-28T21:38:23.241467,5291.0,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,unknown,D:\MuJoCo_RL_Project\models\tuned_screen\HalfCheetah-v5__SAC__tuned_screen__ls25k__seed0__steps300000.zip,D:\MuJoCo_RL_Project\tensorboard_logs\tuned_screen,D:\MuJoCo_RL_Project\results\raw\HalfCheetah-v5__SAC__tuned_screen__ls25k__seed0__steps300000__train_eval.csv,,
HalfCheetah-v5__TD3__default_1m__sb3default__seed0__steps1000000,default_1m,HalfCheetah-v5,TD3,sb3default,0,1000000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\default_1m\HalfCheetah-v5__TD3__default_1m__sb3default__seed0__steps1000000.zip,,,,reconciled
